Date,Adj Close,Close,High,Low,Open,Volume
2024-10-21,236.22,236.48,236.85,234.45,234.45,36254500
2024-10-22,235.6,235.86,236.22,232.6,233.89,38846600
2024-10-23,230.51,230.76,235.14,227.76,234.08,52287000
2024-10-24,230.32,230.57,230.82,228.41,229.98,31109500
2024-10-25,231.16,231.41,233.22,229.57,229.74,38802300
2024-10-28,233.14,233.4,234.73,232.55,233.32,36087100
2024-10-29,233.41,233.67,234.33,232.32,233.1,35417200
2024-10-30,229.85,230.1,233.47,229.55,232.61,47070900
2024-10-31,225.66,225.91,229.83,225.37,229.34,64370100
2024-11-01,222.67,222.91,225.35,220.27,220.97,65276700
2024-11-04,221.77,222.01,222.79,219.71,220.99,44944500
2024-11-05,223.2,223.45,223.95,221.14,221.8,28111300
2024-11-06,222.48,222.72,226.07,221.19,222.61,54561100
2024-11-07,227.23,227.48,227.88,224.57,224.63,42137700
2024-11-08,226.96,226.96,228.66,226.41,227.17,38328800
2024-11-11,224.23,224.23,225.7,221.5,225,42005600
2024-11-12,224.23,224.23,225.59,223.36,224.55,40398300
2024-11-13,225.12,225.12,226.65,222.76,224.01,48566200
2024-11-14,228.22,228.22,228.87,225,225.02,44923900
2024-11-15,225,225,226.92,224.27,226.4,47923700
2024-11-18,228.02,228.02,229.74,225.17,225.25,44686000
2024-11-19,228.28,228.28,230.16,226.66,226.98,36211800
2024-11-20,229,229,229.93,225.89,228.06,35169600
2024-11-21,228.52,228.52,230.16,225.71,228.88,42108300
2024-11-22,229.87,229.87,230.72,228.06,228.06,38168300
2024-11-25,232.87,232.87,233.25,229.74,231.46,90152800
2024-11-26,235.06,235.06,235.57,233.33,233.33,45897300
